date,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe
2012-05-01,28,50,30,14,17,11,61,40,27,34,44,30,23,42,24,28,59,60,43,23,41,67,21,29,18,43,38,37,51,40,7,16,51,44,87,22,14,48,35,23,28,44,19,16,21,41,58,28,45,32,58,42,56,46,12,45,44,67,41,15,8,22,36,25,23,33,22,46,14,34,31,22,55,33,14,7,50,36,34,41,43,40,25
2012-06-01,37,56,28,12,24,11,57,35,31,29,47,33,24,45,24,37,60,64,72,53,39,60,24,27,18,38,39,38,51,37,7,14,46,39,89,16,14,42,33,22,24,70,21,20,21,42,54,31,43,32,65,34,71,44,16,45,42,65,46,15,9,24,37,27,24,33,19,46,36,32,26,25,58,31,15,6,50,29,35,41,30,44,25
2012-07-01,43,53,48,12,15,12,58,32,28,30,47,32,28,46,28,31,61,68,40,24,41,64,17,23,20,41,52,40,50,42,9,13,57,41,91,15,16,50,29,23,26,59,25,21,26,43,60,61,44,48,64,41,42,45,21,44,57,65,46,16,9,30,38,28,23,36,46,47,11,36,26,21,69,31,19,5,42,30,32,42,33,41,25
2012-08-01,43,58,47,13,17,14,61,34,28,30,45,33,22,44,24,33,59,69,37,22,37,64,21,24,17,38,40,37,51,40,10,14,52,39,88,15,18,48,33,25,26,43,23,25,23,57,59,63,44,51,61,48,43,47,20,49,49,67,44,22,9,25,42,29,22,31,30,56,11,35,28,23,72,36,14,5,46,32,35,40,28,41,23
2012-09-01,39,54,46,14,15,13,67,34,25,26,51,40,22,40,25,35,63,67,37,21,41,60,18,26,16,47,40,41,48,39,7,14,45,42,91,15,14,53,38,23,25,39,23,18,20,38,59,33,45,45,55,56,40,44,14,43,42,64,46,16,9,22,36,26,23,28,38,48,11,31,30,25,60,31,14,5,46,34,33,40,33,41,26
2012-10-01,42,52,37,12,15,11,60,33,25,25,50,32,22,43,25,38,59,64,46,21,39,66,18,26,15,70,47,39,45,39,7,15,43,43,87,15,13,48,32,23,24,35,22,19,19,43,58,29,44,32,60,41,43,40,17,42,43,66,46,15,8,20,36,22,28,30,22,50,10,31,32,27,60,27,14,6,59,33,33,41,25,42,26
2012-11-01,48,54,46,11,14,12,67,34,25,24,49,30,22,41,25,25,58,60,33,18,40,63,18,30,24,34,39,39,44,39,6,12,39,56,84,14,12,46,27,23,24,30,21,17,19,40,51,31,48,26,58,38,46,39,14,40,42,65,46,14,9,28,38,20,84,29,24,50,9,29,33,20,63,28,12,5,47,33,32,40,26,41,24
2012-12-01,44,46,38,11,12,12,50,33,24,26,48,38,21,35,21,23,52,61,31,16,39,63,19,24,21,32,48,36,41,37,6,12,42,40,85,13,12,45,26,19,22,27,23,19,22,40,55,29,68,23,56,43,39,40,18,40,38,61,47,12,8,19,47,20,38,31,21,42,9,26,27,18,58,25,12,5,39,31,25,35,27,38,22
2013-01-01,45,56,31,11,14,12,56,47,28,27,51,37,21,42,24,26,54,61,35,20,43,60,19,26,16,35,51,38,49,42,7,13,49,42,83,14,13,47,31,24,22,35,26,22,26,54,76,36,44,24,62,35,42,45,13,39,40,67,46,15,15,19,50,25,24,32,19,45,9,31,28,21,56,27,13,5,49,32,35,40,28,57,25
2013-02-01,43,56,32,11,14,12,58,37,31,24,54,32,20,41,36,25,48,61,36,19,43,60,50,27,16,32,41,38,48,40,7,12,46,41,80,14,12,63,28,26,24,33,23,20,21,48,63,37,42,25,61,36,40,44,12,38,41,69,44,18,10,20,48,25,22,35,20,47,9,30,29,20,55,28,12,15,44,30,35,49,25,42,27
2013-03-01,47,54,40,13,16,12,57,33,27,24,56,34,20,46,25,28,54,60,46,21,40,69,21,27,16,100,39,40,47,39,7,14,45,46,86,14,13,48,29,25,24,34,24,19,22,45,62,29,42,25,63,37,40,45,14,44,46,67,43,17,9,19,43,25,24,36,25,47,10,30,28,22,57,30,12,23,52,33,38,45,25,41,28
2013-04-01,47,55,37,12,17,11,62,35,27,26,51,32,21,42,27,30,56,58,45,21,48,57,20,28,21,35,44,46,44,41,7,13,45,40,86,15,13,52,32,24,27,35,20,17,21,43,61,31,42,26,61,37,39,43,14,43,47,70,41,15,9,26,41,25,25,36,23,47,10,31,30,21,56,29,13,7,60,34,31,40,24,41,27
2013-05-01,48,54,28,13,16,11,59,40,29,29,49,38,22,43,28,27,54,62,41,21,41,59,19,30,15,46,37,43,44,40,7,12,47,39,87,17,14,46,34,24,24,37,19,16,18,38,59,25,44,26,63,48,44,44,21,44,43,74,42,14,8,23,41,27,24,39,20,49,10,31,28,20,54,30,12,6,49,35,31,37,25,43,28
2013-06-01,49,60,28,13,15,11,66,37,35,26,52,35,21,49,24,32,61,68,36,22,43,55,18,26,19,37,41,41,42,37,8,11,43,39,100,14,14,44,26,25,24,50,22,15,18,41,55,30,42,26,63,37,41,43,20,43,40,78,43,15,9,26,39,26,28,32,18,47,9,30,23,36,58,37,13,6,53,30,32,37,22,44,25
2013-07-01,50,58,77,13,14,11,61,33,28,27,49,36,23,56,27,27,61,71,36,22,43,56,18,22,16,37,39,43,46,41,7,12,48,35,92,13,15,48,25,24,31,46,24,16,19,46,63,26,47,26,66,41,37,44,16,45,45,79,45,20,9,22,46,27,23,37,22,46,9,31,23,23,59,33,15,6,45,30,34,39,23,43,43
2013-08-01,48,57,37,14,15,12,61,34,26,27,49,37,20,44,25,29,59,70,35,21,41,55,20,24,16,34,40,41,52,38,7,15,55,34,89,14,16,47,25,24,27,35,21,17,17,41,56,38,46,23,64,36,37,45,68,42,40,76,45,14,8,22,40,25,22,27,18,45,9,28,22,21,57,28,13,5,44,30,34,36,31,43,47
2013-09-01,49,57,31,15,15,12,63,35,28,25,54,36,20,43,28,32,61,69,41,21,43,63,22,25,16,57,43,42,45,37,7,15,43,39,90,16,19,47,34,22,25,35,21,13,16,46,54,27,47,25,59,49,41,41,100,43,41,76,46,15,9,21,39,23,23,34,18,46,11,30,28,25,59,37,14,5,47,31,32,39,31,48,31
2013-10-01,48,56,35,13,15,12,62,40,30,25,53,32,20,49,28,34,58,66,51,20,42,61,19,25,16,40,44,40,42,39,7,12,44,37,86,15,12,52,39,24,25,33,20,15,17,45,55,25,46,24,61,39,41,42,17,42,44,79,44,15,8,24,38,22,28,33,20,48,10,29,30,24,57,33,14,6,56,32,31,41,22,52,26
2013-11-01,46,55,31,15,15,14,62,39,33,25,54,35,21,40,32,27,58,100,46,25,41,69,19,26,20,34,44,44,44,40,7,12,44,37,85,14,11,50,33,26,26,29,22,17,17,47,57,27,48,24,62,41,51,39,14,42,44,78,46,14,8,43,38,20,88,37,19,49,22,28,28,25,57,29,13,5,54,35,32,40,24,44,25
2013-12-01,64,50,27,13,13,11,51,35,24,25,53,38,19,37,25,23,52,62,35,16,41,58,19,24,14,30,47,40,40,37,7,13,43,33,88,13,11,52,29,29,85,26,23,16,20,45,67,27,76,43,58,37,39,39,13,41,41,71,49,12,8,22,32,18,43,33,17,46,16,28,27,22,54,28,11,6,42,32,25,36,25,38,24
2014-01-01,46,59,35,13,15,14,58,37,29,29,55,34,20,45,29,23,51,67,36,19,45,60,21,28,16,34,51,38,47,41,7,13,52,37,85,15,13,57,35,25,77,32,24,22,23,66,82,37,46,39,67,41,43,43,13,40,41,77,49,16,8,33,37,22,24,33,17,50,19,30,27,21,57,31,15,6,52,30,33,41,23,43,28
2014-02-01,43,58,38,13,17,13,60,38,29,35,56,35,19,43,29,25,48,67,39,19,43,58,45,29,16,38,47,39,47,43,8,13,49,40,84,23,22,52,33,26,47,33,24,19,24,50,76,32,46,30,70,39,54,47,12,43,47,76,45,15,9,28,37,22,22,33,17,59,47,29,31,21,65,32,13,6,69,31,36,46,24,45,29
2014-03-01,44,57,34,15,17,12,66,39,31,24,53,45,21,46,28,27,50,65,49,20,48,60,50,29,16,34,43,39,44,40,7,13,46,41,87,14,12,57,32,26,41,35,24,17,21,55,69,35,44,29,64,39,40,42,12,44,43,75,43,14,8,23,37,22,24,41,21,55,100,30,28,21,55,30,13,6,55,34,33,41,23,46,27
2014-04-01,43,56,39,13,16,11,78,38,28,25,58,37,22,47,34,27,54,63,46,21,42,56,27,44,16,36,47,41,43,39,7,13,46,39,89,15,14,59,31,25,49,35,23,15,20,45,60,42,45,33,66,40,39,44,11,42,42,76,42,14,8,26,37,22,26,36,19,51,46,29,29,21,55,30,12,8,49,33,31,36,25,43,26
2014-05-01,44,54,35,15,18,10,63,43,40,29,52,37,20,49,32,29,57,64,58,24,44,63,26,29,17,56,46,40,44,38,8,20,44,37,85,17,14,53,31,25,46,40,22,15,16,46,58,35,45,38,63,41,43,44,10,43,42,78,48,15,9,64,39,23,27,38,21,48,41,30,26,24,54,29,12,6,49,38,31,37,24,47,26
2014-06-01,44,57,44,15,82,11,63,43,82,28,55,37,21,52,29,34,58,68,45,70,53,56,33,26,16,38,47,43,45,38,8,17,45,37,87,16,16,46,26,24,37,82,24,16,17,44,57,34,44,31,66,43,46,81,11,41,52,80,43,23,9,49,46,25,23,38,19,48,24,28,34,100,82,34,13,5,49,31,34,37,22,52,26
2014-07-01,44,64,41,15,100,11,66,37,37,29,51,36,22,51,32,28,60,74,42,25,48,55,28,24,17,40,52,42,46,43,7,14,47,45,88,14,16,48,24,25,37,38,25,14,16,44,64,26,48,28,68,44,41,74,11,50,43,82,43,15,9,33,39,25,23,40,23,52,44,28,28,26,67,31,15,5,49,30,33,37,20,50,26
2014-08-01,47,61,34,17,16,11,63,38,36,28,54,46,21,50,39,28,55,71,40,21,46,53,24,24,16,36,47,40,47,47,8,15,47,61,89,14,17,45,24,26,35,34,26,14,15,46,59,30,49,27,66,42,42,43,14,45,49,81,44,14,9,33,39,23,24,34,24,51,36,27,23,20,57,31,15,5,43,34,32,35,19,49,28
2014-09-01,48,59,40,15,17,11,73,43,33,27,59,39,21,46,37,26,58,72,51,20,49,59,25,24,15,45,50,44,100,100,9,22,43,57,90,14,15,46,28,25,35,36,22,15,14,43,55,36,49,28,67,43,41,46,19,43,53,79,46,15,10,29,40,21,23,35,20,54,31,38,26,21,59,34,12,5,44,31,34,39,27,53,27
2014-10-01,47,63,43,16,16,11,66,40,32,26,58,40,20,49,33,28,58,70,49,22,43,62,22,27,16,62,48,41,43,38,8,28,44,78,86,18,13,49,28,25,33,34,23,13,15,42,54,32,48,30,71,52,43,41,15,41,41,81,45,14,9,23,38,20,29,33,21,57,19,28,28,24,54,42,13,6,53,31,30,37,25,59,30
2014-11-01,49,57,36,15,17,13,63,39,31,26,61,39,20,42,33,27,55,71,47,21,46,69,22,27,22,37,43,42,44,36,7,14,47,52,83,14,17,48,27,24,33,27,29,16,16,47,59,33,53,27,66,42,40,40,10,41,39,82,45,14,10,26,36,19,92,37,20,62,20,28,26,22,53,28,11,5,50,36,33,38,24,61,36
2014-12-01,45,47,33,14,14,12,59,36,27,24,58,47,20,41,31,23,51,69,40,16,47,56,24,24,14,31,53,41,38,34,7,12,42,44,85,14,11,48,27,19,31,26,28,15,18,44,61,37,83,25,67,40,42,39,9,42,38,76,49,12,8,23,33,18,42,34,19,50,20,26,26,20,53,32,11,6,42,34,24,34,26,52,30
2015-01-01,47,60,41,15,16,12,65,51,34,28,64,39,20,47,32,25,49,72,40,19,60,56,24,27,15,33,54,59,46,39,11,12,50,45,82,17,12,47,29,24,33,33,35,21,21,60,78,40,53,26,71,44,42,44,9,41,40,81,46,16,9,26,38,22,24,40,18,52,20,29,27,22,55,39,15,6,49,33,31,37,50,74,28
2015-02-01,46,59,32,14,16,13,63,49,35,24,60,57,19,46,44,24,48,69,38,18,53,55,24,28,17,33,49,44,46,36,7,13,49,41,76,14,12,52,29,31,36,32,30,25,17,60,65,37,51,28,80,48,40,40,11,66,46,81,43,15,9,24,38,20,22,36,19,54,34,27,28,21,54,32,12,5,47,31,36,45,34,55,39
2015-03-01,47,61,38,16,17,18,66,45,43,25,63,50,20,53,41,28,50,69,45,21,54,58,24,29,19,34,49,47,48,37,9,14,54,45,84,16,13,48,29,33,36,35,31,18,16,52,62,31,50,28,74,48,41,43,10,43,49,82,44,15,9,28,37,38,24,36,24,59,21,28,27,22,54,34,100,5,49,35,35,42,86,55,51
2015-04-01,41,57,36,100,17,11,66,45,37,25,58,42,20,53,39,28,52,65,41,20,48,53,22,31,17,34,55,48,40,38,7,13,49,39,83,15,13,50,32,26,34,35,23,17,15,48,56,36,50,28,71,46,40,42,9,44,47,84,42,14,12,27,36,19,27,36,23,55,17,27,27,20,54,30,13,6,46,36,30,38,100,53,29
2015-05-01,51,57,40,62,17,11,64,42,32,30,55,43,22,48,47,27,51,65,42,21,49,54,22,28,22,39,46,45,43,40,7,14,44,37,81,16,16,49,29,23,38,36,24,14,15,43,53,32,49,30,83,43,49,43,10,42,45,82,42,14,9,26,38,20,24,42,22,56,16,32,28,20,53,28,12,6,47,36,31,38,47,51,39
2015-06-01,64,59,40,24,19,11,65,41,36,30,65,41,23,51,36,60,74,71,42,24,50,56,21,26,19,36,51,44,43,34,8,19,51,33,85,15,21,50,26,23,37,36,25,15,14,50,57,37,50,29,75,47,56,45,10,47,45,83,46,15,10,26,40,75,26,41,21,60,16,30,29,33,59,34,13,6,58,34,34,36,34,53,35
2015-07-01,46,65,42,20,16,10,62,37,33,28,58,43,22,64,50,47,60,75,40,23,45,53,20,23,26,37,49,45,44,37,7,16,49,29,85,14,16,45,27,26,35,36,29,13,14,49,59,31,52,26,73,45,41,43,10,44,51,83,44,28,9,33,51,30,25,41,27,59,15,30,29,20,62,28,14,8,48,31,32,36,28,51,47
2015-08-01,48,61,39,19,16,12,64,37,32,27,62,48,22,49,46,27,54,72,42,22,47,54,19,24,19,37,52,45,44,35,7,14,51,30,86,15,17,47,26,25,45,35,36,14,14,46,58,34,52,31,73,59,42,42,11,50,49,81,45,15,9,27,39,15,24,34,19,58,15,30,28,20,55,32,13,7,50,31,36,35,31,52,32
2015-09-01,44,100,48,19,17,12,71,39,31,27,63,41,21,47,40,28,57,71,52,22,46,64,24,26,32,78,72,57,46,36,7,22,49,34,97,18,16,45,28,26,36,37,26,14,12,46,53,34,53,28,71,57,44,46,45,47,64,84,43,22,9,51,46,13,24,38,20,60,13,33,32,23,58,31,13,9,55,29,45,44,33,62,31
2015-10-01,44,77,51,17,17,13,65,42,34,26,64,41,21,48,36,31,60,69,53,22,48,64,30,27,25,39,58,48,47,34,7,17,47,32,84,15,15,46,29,37,38,34,25,13,13,41,54,35,48,28,69,52,44,41,36,42,49,100,45,14,8,66,38,14,30,39,19,58,13,33,30,26,55,30,16,9,58,31,41,42,28,62,32
2015-11-01,52,58,35,17,17,12,63,49,35,26,66,40,20,44,38,33,58,66,50,18,48,63,34,29,16,33,52,49,37,33,7,12,46,35,79,15,14,46,31,27,38,30,25,16,14,47,54,45,53,30,71,61,45,39,50,46,51,87,47,15,9,22,39,16,99,44,27,61,12,31,29,25,52,30,11,7,59,32,29,36,31,63,32
2015-12-01,44,51,30,16,15,11,58,41,28,25,62,38,20,41,35,24,49,69,42,17,48,59,26,27,16,33,54,47,36,33,7,12,49,29,79,14,14,43,28,22,32,28,27,15,16,45,59,35,82,25,68,41,42,40,31,43,58,78,51,12,8,19,34,14,45,38,28,52,12,28,29,20,52,28,12,6,58,29,27,33,28,53,25
2016-01-01,53,62,33,16,15,13,62,50,33,27,62,41,19,45,38,22,45,69,42,20,49,55,23,34,17,30,61,56,43,39,8,14,50,38,78,15,13,47,38,25,34,35,27,17,18,55,75,41,48,28,71,47,43,42,19,48,52,83,50,14,9,25,38,15,25,40,18,59,11,31,28,19,53,30,14,6,53,32,32,38,30,64,34
2016-02-01,49,66,58,18,16,12,63,58,33,25,63,44,20,43,37,22,45,69,40,20,45,53,25,31,18,30,57,50,44,36,9,13,48,32,73,14,12,47,34,27,37,36,31,15,17,50,66,39,47,28,72,47,43,42,27,56,44,85,46,14,9,26,39,12,23,37,19,81,12,31,35,18,52,30,12,7,54,30,36,47,27,62,32
2016-03-01,51,62,34,16,19,14,67,54,34,25,71,56,19,49,37,29,52,66,43,22,52,57,24,29,20,33,57,44,43,36,8,17,49,37,78,17,14,46,31,29,41,36,31,15,16,48,63,42,47,30,68,54,40,43,20,43,64,79,45,13,10,21,37,14,27,37,20,62,12,34,31,27,53,31,11,6,55,32,37,40,33,65,32
2016-04-01,52,65,44,17,17,10,68,47,34,27,56,38,20,95,41,24,57,66,41,21,43,51,23,30,19,32,52,48,42,44,8,12,47,34,80,17,14,47,32,27,48,38,25,12,14,43,57,35,47,32,71,48,43,41,16,41,43,82,41,13,9,26,37,13,25,34,18,62,12,33,30,22,53,28,20,6,52,33,32,36,25,64,30
2016-05-01,49,56,63,17,18,10,65,52,35,29,57,37,21,59,41,28,53,74,44,24,44,54,25,31,18,37,53,42,41,38,8,14,45,33,77,19,16,47,32,26,36,41,29,12,13,43,56,36,47,28,70,44,47,48,15,43,44,84,43,16,10,27,40,13,25,35,21,65,16,31,27,19,52,32,13,6,60,36,35,36,22,69,34
2016-06-01,51,65,46,17,19,11,69,67,36,32,57,38,21,66,39,42,78,68,100,56,44,96,35,27,18,39,49,43,48,37,7,15,52,32,80,100,19,45,31,24,38,57,29,16,14,55,62,44,48,27,75,57,68,73,15,43,49,87,44,13,10,26,38,13,31,32,19,62,30,45,24,31,65,32,13,5,69,31,100,45,21,71,54
2016-07-01,52,60,30,17,16,11,63,50,34,31,57,45,21,55,38,24,57,75,55,73,42,51,23,25,17,35,53,52,43,37,8,15,48,27,81,16,19,46,27,23,84,37,29,15,13,52,61,36,49,40,69,45,43,47,16,49,41,85,45,14,9,24,38,16,46,30,20,60,12,30,23,20,58,27,13,5,57,31,100,45,19,64,39
2016-08-01,55,66,94,18,19,12,67,51,41,31,62,55,24,50,46,27,54,73,43,26,46,53,25,26,20,35,61,44,40,33,8,35,51,30,84,16,18,42,28,27,57,38,32,13,12,49,61,51,50,33,72,49,50,47,20,43,50,88,48,15,10,71,38,13,23,35,48,61,15,30,26,19,73,51,15,5,59,31,33,31,25,100,36
2016-09-01,49,63,36,18,17,13,66,49,33,26,61,52,20,48,43,32,58,69,44,22,43,51,25,27,16,47,61,46,39,34,7,13,53,33,79,24,15,45,27,23,44,38,28,13,12,40,56,33,48,29,65,49,43,43,21,46,46,97,43,16,10,25,40,11,22,38,18,61,12,29,29,23,56,53,14,5,56,32,32,33,24,74,32
2016-10-01,46,61,43,15,16,18,61,49,35,25,60,50,20,48,45,33,58,67,46,21,45,51,36,28,15,44,54,45,39,35,8,13,53,30,75,17,19,45,28,23,42,33,28,13,12,41,56,40,46,28,67,49,40,45,25,41,46,88,49,12,10,22,35,12,29,32,19,63,12,27,30,23,54,34,12,5,59,32,32,34,42,66,29
2016-11-01,58,60,39,18,17,17,69,46,37,26,65,44,21,50,44,33,64,65,48,19,46,54,28,29,21,59,53,42,43,36,8,14,47,31,77,15,16,47,31,26,38,33,29,13,12,47,55,36,51,27,67,47,41,42,20,42,45,87,47,14,10,26,36,12,93,33,21,63,12,32,60,24,100,36,13,5,66,34,34,35,24,60,33
2016-12-01,57,53,31,17,15,12,51,44,34,26,63,43,26,42,43,21,48,62,38,17,47,52,31,26,16,29,66,43,33,34,8,10,45,28,76,13,12,54,29,19,36,29,28,12,14,48,59,31,81,26,63,42,39,39,30,53,45,80,58,11,9,21,33,13,44,34,18,60,11,30,25,17,50,31,13,5,63,38,26,33,27,52,25
2017-01-01,49,68,34,17,20,12,62,46,34,28,65,43,20,47,39,23,46,65,42,21,53,51,28,28,18,31,68,45,40,40,15,13,59,33,73,14,16,49,33,24,37,37,31,17,16,62,75,56,49,28,77,46,42,43,16,42,46,82,50,13,17,22,37,16,26,35,19,69,11,31,33,19,57,32,14,5,56,31,33,37,30,53,35
2017-02-01,48,66,37,17,20,12,64,46,34,26,65,42,21,47,42,23,46,65,41,21,46,56,26,31,22,33,56,45,45,38,8,12,52,32,78,14,15,48,41,25,45,35,32,14,16,52,73,39,49,30,68,50,69,44,15,44,46,83,47,13,10,25,38,12,21,38,30,59,12,35,29,19,53,30,14,5,55,33,43,45,42,58,30
2017-03-01,54,63,32,19,25,12,68,46,34,27,64,40,22,50,42,32,57,66,44,24,55,53,29,31,19,35,62,43,47,41,10,14,59,36,79,15,16,47,47,24,48,39,31,14,16,51,68,43,51,34,71,47,43,46,17,44,48,81,45,26,10,25,46,13,24,33,24,63,12,39,29,25,54,34,15,5,68,35,39,41,33,71,28
2017-04-01,47,59,33,18,18,11,62,45,30,26,61,43,19,48,44,27,50,61,43,23,45,48,42,30,18,32,61,42,39,40,8,13,54,33,81,15,15,50,36,22,42,40,28,11,13,46,60,36,49,30,70,42,48,43,87,45,51,79,45,12,10,22,35,12,28,34,20,60,11,34,28,18,55,51,13,5,61,35,33,36,30,59,25
2017-05-01,45,56,37,19,18,11,61,45,32,30,60,43,21,48,48,25,51,63,43,27,46,50,28,31,19,42,52,59,40,39,8,12,52,33,78,16,15,45,35,23,42,41,27,12,12,47,66,36,49,29,66,46,45,46,16,44,48,83,45,12,10,26,35,12,23,31,20,59,12,34,27,18,53,33,23,6,64,37,34,33,25,67,25
2017-06-01,47,57,33,19,18,13,64,41,32,31,62,84,23,52,39,30,56,64,46,47,100,50,30,25,27,62,55,56,46,37,8,17,53,30,79,16,17,45,28,28,32,42,39,11,12,49,63,54,49,25,64,43,46,46,18,44,47,79,45,17,12,29,44,12,22,30,19,60,11,32,23,22,56,42,14,6,66,31,36,33,25,66,27
2017-07-01,46,62,27,19,17,11,65,40,33,29,60,45,23,54,44,26,55,67,51,30,59,48,25,24,24,37,61,41,41,39,8,13,60,26,83,14,19,45,27,22,32,39,35,11,12,49,64,34,52,25,70,46,40,47,14,44,44,85,49,13,10,29,38,13,23,31,18,59,11,28,23,18,55,34,15,6,65,32,35,36,22,60,32
2017-08-01,61,60,34,20,18,10,64,38,31,28,63,46,24,48,47,31,53,67,42,27,52,46,22,27,19,38,62,41,41,37,8,15,53,100,82,15,19,44,27,23,33,44,43,12,11,54,63,43,53,24,63,42,40,47,12,42,45,80,50,14,11,27,38,12,21,35,29,59,11,28,23,23,54,34,14,5,68,35,35,33,24,55,27
2017-09-01,100,64,36,19,18,11,62,40,30,28,60,41,21,49,44,34,62,63,48,25,46,49,24,25,17,47,55,43,41,37,9,18,53,32,84,23,22,43,27,22,33,42,33,24,15,100,72,63,51,26,62,46,39,46,15,44,52,76,49,16,12,28,39,12,24,37,25,66,11,30,28,25,53,38,19,5,63,44,35,35,21,61,27
2017-10-01,49,64,41,18,20,15,67,100,30,27,67,45,19,51,44,38,78,64,50,29,49,51,26,27,19,38,57,43,43,38,8,14,52,34,82,21,23,49,66,23,35,45,37,12,11,48,56,37,52,28,63,47,41,50,18,45,45,80,45,26,12,29,49,12,29,40,21,68,11,31,28,22,54,37,16,5,70,36,38,36,22,66,29
2017-11-01,48,65,39,19,18,16,62,45,32,27,71,40,19,48,51,24,75,65,52,22,51,55,26,28,27,34,63,61,40,37,10,12,49,33,82,15,13,46,30,23,37,32,41,12,12,49,59,43,53,29,67,47,53,51,13,45,46,84,48,12,11,67,35,13,99,32,21,66,11,31,27,20,53,55,14,5,80,37,35,35,35,57,100
2017-12-01,46,52,52,19,17,11,56,44,26,28,70,39,20,44,36,22,53,62,41,20,50,51,26,26,18,32,59,45,35,39,9,11,50,30,82,14,14,47,36,21,34,30,56,14,14,55,63,42,97,28,62,41,41,46,11,44,42,79,46,11,10,26,33,12,43,32,19,58,11,29,24,18,50,35,14,5,75,34,29,34,40,49,35
2018-01-01,44,70,36,18,19,13,63,44,30,34,76,46,22,48,41,23,52,66,43,25,58,51,24,29,18,31,74,42,43,39,9,12,61,32,85,14,15,45,31,47,35,37,35,18,16,66,78,48,53,28,67,49,44,51,14,44,43,83,51,14,10,24,38,13,26,39,20,100,10,31,27,19,54,100,13,4,85,38,34,37,26,64,35
2018-02-01,45,65,48,19,20,12,66,46,32,36,73,41,21,48,45,24,49,66,45,24,52,53,31,30,20,35,67,39,47,39,9,12,55,36,77,18,17,45,32,53,40,38,40,16,13,61,72,48,51,29,67,51,46,55,31,54,48,80,47,14,11,76,39,13,24,51,23,81,11,32,32,18,59,42,13,5,92,32,44,43,27,60,35
2018-03-01,45,62,43,21,22,11,63,51,32,27,72,42,21,50,43,25,59,62,47,29,56,55,37,31,18,33,74,43,45,39,10,15,63,50,80,16,15,46,36,26,34,43,46,15,13,61,66,50,51,30,67,47,41,49,27,48,48,79,47,13,11,26,37,14,25,32,20,74,11,30,27,21,52,42,14,6,81,36,37,44,28,61,33
2018-04-01,42,58,43,19,19,10,100,46,29,25,92,42,21,49,39,28,56,61,44,27,48,49,36,31,18,32,63,47,39,40,9,12,56,47,82,14,16,42,30,22,36,41,27,13,11,52,62,50,52,27,64,79,41,47,78,45,47,77,45,12,10,26,37,13,28,34,22,70,10,28,28,19,50,42,16,5,82,35,31,35,27,57,27
2018-05-01,45,61,49,21,20,10,81,44,33,29,75,43,22,52,39,26,67,61,45,29,48,51,30,33,18,37,59,47,40,38,10,15,54,33,81,16,18,43,30,21,36,41,27,10,10,51,59,39,52,27,66,53,46,53,16,45,43,75,45,12,10,27,36,16,25,34,22,67,13,30,26,19,52,55,14,5,100,35,35,34,24,59,27
2018-06-01,45,57,41,20,21,10,83,44,100,30,64,44,24,100,36,28,100,64,88,100,60,50,100,29,19,35,57,100,43,34,100,100,55,30,84,17,18,40,28,22,42,82,30,12,12,48,62,43,50,26,61,47,100,100,12,45,45,73,45,12,10,31,36,100,25,33,20,64,11,26,22,97,52,48,14,5,74,31,34,34,26,59,28
2018-07-01,53,60,42,21,19,10,80,39,33,31,69,61,23,53,50,26,60,68,45,35,70,52,80,32,18,38,60,39,43,41,11,19,56,29,83,14,20,43,26,22,38,52,33,12,11,57,63,61,55,26,70,46,99,66,12,48,62,75,89,13,10,31,37,17,25,39,18,67,12,27,22,69,52,41,15,5,75,34,35,36,22,62,44
2018-08-01,54,63,56,24,19,10,63,39,31,31,75,51,25,48,48,27,57,68,44,30,51,52,22,29,18,37,53,49,42,38,8,13,58,32,82,15,20,46,26,23,34,39,33,11,12,56,70,41,55,24,66,46,45,53,15,48,75,75,48,13,10,33,41,13,28,44,23,70,11,25,23,19,51,78,14,6,81,36,32,33,29,60,45
2018-09-01,49,61,64,23,20,10,62,48,30,27,76,67,25,43,43,27,62,69,51,26,51,53,25,29,16,47,51,41,39,38,8,24,58,32,83,17,19,44,28,22,35,43,33,11,11,56,62,36,51,25,63,59,46,53,16,47,64,81,42,12,10,29,37,13,26,35,28,70,11,27,25,21,53,46,14,5,71,34,33,35,27,66,31
2018-10-01,51,64,68,23,20,10,57,46,32,31,80,52,32,53,45,27,59,61,48,25,58,54,23,32,17,35,55,64,38,37,8,19,53,35,80,16,15,45,27,21,36,39,36,12,10,45,59,39,62,25,69,59,41,48,12,50,80,79,44,13,11,51,37,13,31,36,25,69,11,26,27,20,51,48,13,5,65,32,32,34,32,66,37
